time 	curr	srvc	payld	bdw	NoC	InPort	target_router
64165	0	29	4	4	2	L	258
64167	512	29	2	2	2	W	514
64167	256	9	3	3	1	L	0
64169	513	29	2	2	2	N	514
64169	0	9	3	3	1	E	0
64170	256	29	2	2	2	W	257
64170	514	29	2	2	2	N	514
64172	257	29	2	2	2	N	257
64174	256	29	4	4	2	W	258
64175	513	9	3	3	1	L	0
64177	257	9	3	3	1	E	0
64176	257	29	4	4	2	N	258
64178	1	9	3	3	1	E	0
64177	258	29	4	4	2	N	258
64180	0	9	3	3	1	S	0
64181	0	29	4	4	2	L	0
64186	0	29	2	2	2	L	2
64185	512	9	3	3	1	L	0
64187	256	9	3	3	1	E	0
64188	0	9	3	3	1	E	0
64189	0	17	2	2	2	L	2
64189	1	29	2	2	2	N	2
64190	2	29	2	2	2	N	2
64193	1	17	2	2	2	N	2
64192	514	9	3	3	1	L	0
64194	2	17	2	2	2	N	2
64195	257	31	2	2	1	L	0
64194	258	9	3	3	1	E	0
64195	2	9	3	3	1	E	0
64197	1	31	2	2	1	E	0
64198	0	31	2	2	1	L	0
64197	1	9	3	3	1	S	0
64211	2	9	3	3	1	L	0
64221	0	29	2	2	2	L	258
64223	256	29	2	2	2	W	258
64198	0	9	3	29	1	S	0
64225	257	29	2	2	2	N	258
64226	258	29	2	2	2	N	258
64227	0	29	2	2	2	L	1
64213	1	9	3	16	1	S	0
64229	1	29	2	2	2	N	1
64233	0	29	2	2	2	L	256
64235	256	29	2	2	2	W	256
64239	0	31	2	2	1	S	0
64239	0	17	2	2	2	L	513
64241	256	17	2	2	2	W	513
64242	512	17	2	2	2	W	513
64244	513	17	2	2	2	N	513
64249	258	31	2	2	1	L	0
64251	2	31	2	2	1	E	0
64252	1	31	2	2	1	L	0
64258	256	31	2	2	1	L	0
64260	0	31	2	2	1	E	0
64269	0	29	2	2	2	L	513
64271	256	29	2	2	2	W	513
64272	512	29	2	2	2	W	513
64274	513	29	2	2	2	N	513
64275	0	17	2	2	2	L	512
64277	256	17	2	2	2	W	512
64278	512	17	2	2	2	W	512
64302	513	9	3	3	1	L	0
64304	0	29	2	2	2	L	512
64304	257	9	3	3	1	E	0
64306	256	29	2	2	2	W	512
64305	1	9	3	3	1	E	0
64307	512	29	2	2	2	W	512
64274	0	9	3	38	1	S	0
64276	1	31	2	37	1	S	0
64310	0	29	4	4	2	L	0
64313	0	31	2	2	1	S	0
64315	0	17	2	2	2	L	514
64318	256	17	2	2	2	W	514
64319	512	17	2	2	2	W	514
64321	513	17	2	2	2	N	514
64322	514	17	2	2	2	N	514
64332	0	31	2	2	1	L	0
64336	0	2	2	2	1	L	0
64335	512	9	3	3	1	L	0
64337	256	9	3	3	1	E	0
64338	0	9	3	3	1	E	0
64349	0	29	2	2	2	L	514
64351	256	29	2	2	2	W	514
64352	512	29	2	2	2	W	514
64354	513	29	2	2	2	N	514
64355	0	29	2	2	2	L	256
64355	514	29	2	2	2	N	514
64357	256	29	2	2	2	W	256
64358	0	29	2	2	2	L	257
64361	0	17	2	2	2	L	256
64361	256	29	2	2	2	W	257
64354	0	9	3	10	1	S	0
64363	257	29	2	2	2	N	257
64365	256	17	2	2	2	W	256
64381	256	9	3	3	1	L	0
64383	0	9	3	3	1	E	0
64383	514	9	3	3	1	L	0
64385	257	9	3	3	1	L	0
64385	258	9	3	3	1	E	0
64386	2	9	3	3	1	E	0
64387	1	9	3	3	1	E	0
64390	0	29	2	2	2	L	2
64392	1	29	2	2	2	N	2
64393	2	29	2	2	2	N	2
64396	0	29	2	2	2	L	512
64398	256	29	2	2	2	W	512
64399	512	29	2	2	2	W	512
64401	0	31	2	2	1	S	0
64388	1	9	3	17	1	S	0
64402	0	29	4	4	2	L	0
64407	0	29	2	2	2	L	1
64404	0	9	3	7	1	S	0
64410	0	29	2	2	2	L	0
64410	1	29	2	2	2	N	1
64410	2	31	2	2	1	L	0
64412	0	9	3	3	1	S	0
64413	0	29	2	2	2	L	513
64414	1	31	2	2	1	S	0
64416	0	17	2	2	2	L	0
64418	256	29	2	2	2	W	513
64419	512	29	2	2	2	W	513
64421	513	29	2	2	2	N	513
64422	512	31	2	2	1	L	0
64424	256	31	2	2	1	E	0
64425	0	31	2	2	1	E	0
64432	1	9	3	3	1	L	0
64434	0	9	3	3	1	L	0
64442	0	29	2	2	2	L	256
64444	256	29	2	2	2	W	256
64444	513	31	2	2	1	L	0
64416	0	31	2	31	1	S	0
64446	257	31	2	2	1	E	0
64447	1	31	2	2	1	E	0
64450	0	29	2	2	2	L	258
64452	256	29	2	2	2	W	258
64453	0	17	2	2	2	L	257
64454	257	29	2	2	2	N	258
64455	258	29	2	2	2	N	258
64456	256	17	2	2	2	W	257
64458	257	17	2	2	2	N	257
64471	256	9	3	3	1	L	0
64473	0	9	3	3	1	E	0
64481	0	29	2	2	2	L	257
64483	256	29	2	2	2	W	257
64485	257	29	2	2	2	N	257
64486	258	13	2	2	1	L	0
64487	0	29	2	2	2	L	514
64488	2	13	2	2	1	E	0
64489	256	29	2	2	2	W	514
64448	0	9	3	44	1	S	0
64490	512	29	2	2	2	W	514
64490	1	13	2	2	1	S	0
64489	258	9	3	3	1	L	0
64492	513	29	2	2	2	N	514
64493	0	29	2	2	2	L	512
64492	2	9	3	3	1	E	0
64493	514	29	2	2	2	N	514
64495	256	29	2	2	2	W	512
64496	0	17	2	2	2	L	258
64496	512	29	2	2	2	W	512
64499	256	17	2	2	2	W	258
64501	257	17	2	2	2	N	258
64502	258	17	2	2	2	N	258
64513	257	9	3	3	1	L	0
64516	514	31	2	2	1	L	0
64518	258	31	2	2	1	E	0
64518	512	9	3	3	1	L	0
64520	256	9	3	3	1	E	0
64521	0	9	3	3	1	E	0
64528	0	29	2	2	2	L	0
64497	0	31	2	36	1	S	0
64515	1	9	3	20	1	E	0
64534	0	29	4	4	2	L	2
64534	0	13	2	6	1	S	0
64536	1	29	4	4	2	N	2
64539	0	29	2	2	2	L	256
64537	2	29	4	4	2	N	2
64494	1	9	3	48	1	S	0
64519	2	31	2	24	1	E	0
64541	0	9	3	3	1	S	0
64542	0	17	2	2	2	L	1
64542	256	29	2	2	2	W	256
64546	1	17	2	2	2	N	1
64554	0	9	3	3	1	L	0
64565	256	31	2	2	1	L	0
64565	2	9	3	3	1	L	0
64567	0	31	2	2	1	E	0
64567	0	29	2	2	2	L	1
64569	1	29	2	2	2	N	1
64573	0	17	2	2	2	L	512
64574	1	31	2	2	1	S	0
64575	256	17	2	2	2	W	512
64576	512	17	2	2	2	W	512
64597	1	9	3	3	1	L	0
64602	0	29	2	2	2	L	512
64604	256	29	2	2	2	W	512
64572	0	9	3	35	1	S	0
64605	512	29	2	2	2	W	512
64608	0	29	2	2	2	L	513
64610	256	29	2	2	2	W	513
64611	0	29	2	2	2	L	257
64611	512	29	2	2	2	W	513
64613	513	29	2	2	2	N	513
64614	256	29	2	2	2	W	257
64615	0	9	3	3	1	S	0
64616	257	29	2	2	2	N	257
64617	0	29	2	2	2	L	256
64619	0	31	2	2	1	S	0
64619	256	29	2	2	2	W	256
64621	0	17	2	2	2	L	256
64609	1	9	3	14	1	S	0
64623	256	17	2	2	2	W	256
64633	512	9	3	3	1	L	0
64635	256	9	3	3	1	E	0
64635	513	9	3	3	1	L	0
64636	0	9	3	3	1	E	0
64637	257	9	3	3	1	E	0
64638	1	9	3	3	1	E	0
64639	257	31	2	2	1	L	0
64642	256	9	3	3	1	L	0
64651	0	29	2	2	2	L	0
64622	0	9	3	34	1	S	0
64659	0	29	2	2	2	L	258
64661	256	29	2	2	2	W	258
64657	0	9	3	7	1	E	0
64663	257	29	2	2	2	N	258
64664	258	29	2	2	2	N	258
64665	0	29	2	2	2	L	1
64667	1	29	2	2	2	N	1
64665	0	9	3	6	1	S	0
64667	1	31	2	5	1	E	0
64671	0	29	2	2	2	L	514
64673	256	29	2	2	2	W	514
64674	0	29	2	2	2	L	512
64674	512	29	2	2	2	W	514
64676	0	31	2	2	1	S	0
64676	513	29	2	2	2	N	514
64677	256	29	2	2	2	W	512
64677	514	29	2	2	2	N	514
64678	0	29	2	2	2	L	2
64678	512	29	2	2	2	W	512
64679	0	31	2	2	1	L	0
64681	1	29	2	2	2	N	2
64682	2	29	2	2	2	N	2
64683	258	31	2	2	1	L	0
64684	0	29	2	2	2	L	256
64685	2	31	2	2	1	E	0
64686	256	29	2	2	2	W	256
64687	1	31	2	2	1	S	0
64688	0	31	2	2	1	S	0
64690	0	17	2	2	2	L	513
64690	1	31	2	2	1	L	0
64692	0	31	2	2	1	S	0
64692	256	17	2	2	2	W	513
64693	512	17	2	2	2	W	513
64695	513	17	2	2	2	N	513
64699	514	9	3	3	1	L	0
64701	512	31	2	2	1	L	0
64701	258	9	3	3	1	E	0
64703	256	31	2	2	1	E	0
64702	2	9	3	3	1	E	0
64704	0	31	2	2	1	E	0
64704	1	9	3	3	1	S	0
64705	2	31	2	2	1	L	0
64713	256	9	3	3	1	L	0
64720	0	29	2	2	2	L	513
64722	256	29	2	2	2	W	513
64723	512	29	2	2	2	W	513
64705	0	9	3	22	1	S	0
64725	513	29	2	2	2	N	513
64726	0	29	2	2	2	L	257
64708	1	31	2	20	1	S	0
64715	0	9	3	15	1	E	0
64728	256	29	2	2	2	W	257
64729	0	29	2	2	2	L	0
64730	257	29	2	2	2	N	257
64731	0	31	2	2	1	S	0
64732	0	29	4	4	2	L	258
64737	0	29	2	2	2	L	1
64736	256	29	4	4	2	W	258
64740	0	29	2	2	2	L	512
64738	257	29	4	4	2	N	258
64739	258	29	4	4	2	N	258
64742	1	29	2	2	2	N	1
64743	0	17	2	2	2	L	514
64746	256	29	2	2	2	W	512
64747	512	29	2	2	2	W	512
64750	256	17	2	2	2	W	514
64751	512	17	2	2	2	W	514
64752	0	31	2	2	1	L	0
64752	257	9	3	3	1	L	0
64753	513	17	2	2	2	N	514
64753	513	9	3	3	1	L	0
64754	514	17	2	2	2	N	514
64754	1	9	3	3	1	E	0
64755	257	9	3	3	1	E	0
64756	0	9	3	3	1	S	0
64758	1	9	3	3	1	E	0
64764	1	9	3	3	1	L	0
64766	0	13	2	2	1	L	0
64767	258	9	3	3	1	L	0
64769	0	9	3	3	1	L	0
64769	512	9	3	3	1	L	0
64769	2	9	3	3	1	E	0
64771	256	9	3	3	1	E	0
64771	1	9	3	3	1	S	0
64772	0	9	3	3	1	E	0
64782	0	29	2	2	2	L	514
64784	256	29	2	2	2	W	514
64785	512	29	2	2	2	W	514
64787	513	29	2	2	2	N	514
64788	0	29	2	2	2	L	256
64788	514	29	2	2	2	N	514
64790	256	29	2	2	2	W	256
64787	0	9	3	6	1	S	0
64794	0	29	2	2	2	L	2
64796	1	29	2	2	2	N	2
64797	0	19	2	2	2	L	8192
64797	2	29	2	2	2	N	2
64800	0	17	2	2	2	L	257
64804	256	17	2	2	2	W	257
64806	257	17	2	2	2	N	257
64813	256	31	2	2	1	L	0
64815	0	31	2	2	1	E	0
64816	514	9	3	3	1	L	0
64818	258	9	3	3	1	E	0
64819	2	9	3	3	1	L	0
64819	2	9	3	3	1	E	0
64835	0	29	4	4	2	L	0
64801	0	9	3	41	1	S	0
64840	0	29	2	2	2	L	257
64821	1	9	3	23	1	S	0
64843	0	17	2	2	2	L	512
64843	256	29	2	2	2	W	257
64845	257	29	2	2	2	N	257
64847	256	17	2	2	2	W	512
64848	512	17	2	2	2	W	512
64874	0	29	2	2	2	L	512
64873	257	9	3	3	1	L	0
64876	256	29	2	2	2	W	512
64875	1	9	3	3	1	E	0
64877	512	29	2	2	2	W	512
64881	0	29	2	2	2	L	513
64883	256	29	2	2	2	W	513
64884	512	29	2	2	2	W	513
64884	0	9	3	3	1	S	0
64886	513	29	2	2	2	N	513
64887	0	29	2	2	2	L	256
64888	0	9	3	3	1	S	0
64889	256	29	2	2	2	W	256
64891	0	17	2	2	2	L	256
64893	256	17	2	2	2	W	256
64905	512	9	3	3	1	L	0
64907	256	9	3	3	1	E	0
64908	0	9	3	3	1	E	0
64909	513	31	2	2	1	L	0
64911	257	31	2	2	1	E	0
64912	1	31	2	2	1	E	0
64912	256	9	3	3	1	L	0
64921	0	29	2	2	2	L	0
64892	0	9	3	35	1	S	0
64927	0	29	2	2	2	L	258
64894	1	9	3	35	1	S	0
64929	256	29	2	2	2	W	258
64928	0	9	3	5	1	E	0
64931	257	29	2	2	2	N	258
64932	258	29	2	2	2	N	258
64933	0	17	2	2	2	L	1
64935	1	17	2	2	2	N	1
64947	0	9	3	3	1	L	0
64955	258	31	2	2	1	L	0
64956	0	29	2	2	2	L	1
64957	2	31	2	2	1	E	0
64958	1	29	2	2	2	N	1
64934	0	31	2	27	1	S	0
64962	0	29	2	2	2	L	257
64964	256	29	2	2	2	W	257
64966	257	29	2	2	2	N	257
64968	0	29	2	2	2	L	512
64970	256	29	2	2	2	W	512
64971	512	29	2	2	2	W	512
64974	0	17	2	2	2	L	2
64964	1	31	2	14	1	S	0
64976	1	17	2	2	2	N	2
64977	2	17	2	2	2	N	2
64986	1	9	3	3	1	L	0
64989	257	31	2	2	1	L	0
64991	1	31	2	2	1	E	0
64994	512	31	2	2	1	L	0
64996	256	31	2	2	1	E	0
64997	0	31	2	2	1	E	0
65000	0	29	2	2	2	L	2
65002	1	29	2	2	2	N	2
64962	0	9	3	43	1	S	0
65003	2	29	2	2	2	N	2
65006	0	29	2	2	2	L	256
65008	256	29	2	2	2	W	256
65014	0	29	2	2	2	L	0
65011	0	9	3	8	1	S	0
65020	0	31	2	2	1	S	0
65020	0	29	2	2	2	L	513
65022	256	29	2	2	2	W	513
65023	0	31	2	2	1	S	0
65023	0	29	2	2	2	L	512
65023	512	29	2	2	2	W	513
65025	513	29	2	2	2	N	513
65026	0	29	2	2	2	L	514
65026	256	29	2	2	2	W	512
65027	512	29	2	2	2	W	512
65029	0	29	2	2	2	L	1
65030	256	29	2	2	2	W	514
65031	512	29	2	2	2	W	514
65031	2	9	3	3	1	L	0
65033	513	29	2	2	2	N	514
65033	1	9	3	3	1	S	0
65034	1	29	2	2	2	N	1
65034	514	29	2	2	2	N	514
65034	0	9	3	3	1	S	0
65035	0	29	2	2	2	L	257
65035	256	9	3	3	1	L	0
65037	0	9	3	3	1	E	0
65038	0	29	2	2	2	L	258
65038	256	29	2	2	2	W	257
65040	257	29	2	2	2	N	257
65042	0	31	2	2	1	L	0
65042	256	29	2	2	2	W	258
65043	0	29	2	2	2	L	2
65044	257	29	2	2	2	N	258
65045	258	29	2	2	2	N	258
65046	1	29	2	2	2	N	2
65047	2	29	2	2	2	N	2
65047	513	9	3	3	1	L	0
65049	0	29	2	2	2	L	256
65049	512	9	3	3	1	L	0
65049	257	9	3	3	1	E	0
65051	256	29	2	2	2	W	256
65050	1	9	3	3	1	E	0
65051	256	9	3	3	1	E	0
65052	0	9	3	3	1	S	0
65052	0	9	3	3	1	E	0
65057	0	29	2	2	2	L	0
65057	1	31	2	2	1	L	0
65057	514	31	2	2	1	L	0
65059	0	31	2	2	1	S	0
65059	258	31	2	2	1	E	0
65060	2	31	2	2	1	E	0
65061	0	17	2	2	2	L	513
65062	1	31	2	2	1	S	0
65063	0	31	2	2	1	S	0
65063	256	17	2	2	2	W	513
65062	257	9	3	3	1	L	0
65064	512	17	2	2	2	W	513
65064	1	9	3	3	1	E	0
65066	513	17	2	2	2	N	513
65066	0	9	3	3	1	S	0
65067	258	9	3	3	1	L	0
65070	2	31	2	2	1	L	0
65069	2	9	3	3	1	E	0
65071	1	9	3	3	1	S	0
65074	256	31	2	2	1	L	0
65076	0	31	2	2	1	E	0
65077	0	31	2	2	1	L	0
65091	0	29	2	2	2	L	513
65093	256	29	2	2	2	W	513
65094	512	29	2	2	2	W	513
65096	513	29	2	2	2	N	513
65097	0	17	2	2	2	L	512
65098	1	31	2	2	1	S	0
65099	256	17	2	2	2	W	512
65100	512	17	2	2	2	W	512
65124	513	9	3	3	1	L	0
65126	0	29	2	2	2	L	512
65126	257	9	3	3	1	E	0
65128	256	29	2	2	2	W	512
65127	1	9	3	3	1	E	0
65096	0	9	3	35	1	S	0
65129	512	29	2	2	2	W	512
65132	0	29	2	2	2	L	1
65134	1	29	2	2	2	N	1
65135	0	29	2	2	2	L	514
65138	0	17	2	2	2	L	257
65138	256	29	2	2	2	W	514
65139	512	29	2	2	2	W	514
65141	513	29	2	2	2	N	514
65142	256	17	2	2	2	W	257
65142	514	29	2	2	2	N	514
65144	257	17	2	2	2	N	257
65156	1	9	3	3	1	L	0
65157	512	9	3	3	1	L	0
65159	256	9	3	3	1	E	0
65160	0	9	3	3	1	E	0
65164	514	9	3	3	1	L	0
65167	0	29	2	2	2	L	257
65166	258	9	3	3	1	E	0
65167	2	9	3	3	1	E	0
65169	256	29	2	2	2	W	257
65138	0	9	3	34	1	S	0
65171	257	29	2	2	2	N	257
65173	0	16	2	2	2	L	0
65177	0	31	2	2	1	S	0
65176	0	29	4	4	2	L	0
65169	1	9	3	12	1	S	0
65181	0	17	2	2	2	L	258
65187	256	17	2	2	2	W	258
65189	257	17	2	2	2	N	258
65190	258	17	2	2	2	N	258
65196	0	29	2	2	2	L	256
65198	256	29	2	2	2	W	256
65199	257	9	3	3	1	L	0
65201	1	9	3	3	1	E	0
65204	0	31	2	2	1	L	0
65207	0	9	3	3	1	L	0
65216	0	29	2	2	2	L	258
65218	256	29	2	2	2	W	258
65180	0	9	3	41	1	S	0
65220	257	29	2	2	2	N	258
65220	256	9	3	3	1	L	0
65221	258	29	2	2	2	N	258
65222	0	29	2	2	2	L	512
65222	0	9	3	3	1	E	0
65224	256	29	2	2	2	W	512
65225	512	29	2	2	2	W	512
65228	0	29	2	2	2	L	513
65230	256	29	2	2	2	W	513
65227	0	9	3	6	1	S	0
65231	512	29	2	2	2	W	513
65233	513	29	2	2	2	N	513
65234	0	29	2	2	2	L	2
65236	1	29	2	2	2	N	2
65237	2	29	2	2	2	N	2
65237	0	29	4	4	2	L	0
65242	0	17	2	2	2	L	1
65246	1	17	2	2	2	N	1
65248	512	31	2	2	1	L	0
65250	256	31	2	2	1	E	0
65249	258	9	3	3	1	L	0
65251	0	31	2	2	1	E	0
65251	2	9	3	3	1	E	0
65256	513	31	2	2	1	L	0
65258	257	31	2	2	1	E	0
65259	1	31	2	2	1	E	0
65259	2	9	3	3	1	L	0
65267	0	29	2	2	2	L	1
65269	1	29	2	2	2	N	1
65242	0	9	3	31	1	S	0
65273	0	18	2	2	2	L	0
65253	1	9	3	22	1	S	0
65276	0	18	2	2	2	L	256
65279	256	18	2	2	2	W	256
65297	1	9	3	3	1	L	0
65304	0	29	2	2	2	L	256
65306	256	29	2	2	2	W	256
65310	0	31	2	2	1	S	0
65312	0	29	2	2	2	L	0
65318	0	29	2	2	2	L	257
65320	256	29	2	2	2	W	257
65317	0	9	3	6	1	S	0
65322	257	29	2	2	2	N	257
65319	1	9	3	6	1	S	0
65324	0	29	2	2	2	L	512
65324	0	9	3	3	1	S	0
65326	256	29	2	2	2	W	512
65327	0	17	2	2	2	L	514
65327	512	29	2	2	2	W	512
65330	256	17	2	2	2	W	514
65331	512	17	2	2	2	W	514
65333	513	17	2	2	2	N	514
65333	256	9	3	3	1	L	0
65334	514	17	2	2	2	N	514
65335	0	9	3	3	1	E	0
65338	0	9	3	3	1	L	0
65345	257	31	2	2	1	L	0
65347	1	31	2	2	1	E	0
65349	512	9	3	3	1	L	0
65351	256	9	3	3	1	E	0
65361	0	29	2	2	2	L	514
65363	256	29	2	2	2	W	514
65364	512	29	2	2	2	W	514
65328	0	9	3	39	1	S	0
65366	513	29	2	2	2	N	514
65367	0	29	2	2	2	L	513
65367	514	29	2	2	2	N	514
65368	0	9	3	3	1	E	0
65369	256	29	2	2	2	W	513
65370	0	29	2	2	2	L	258
65370	512	29	2	2	2	W	513
65372	513	29	2	2	2	N	513
65373	256	29	2	2	2	W	258
65374	0	29	2	2	2	L	1
65375	257	29	2	2	2	N	258
65376	258	29	2	2	2	N	258
65376	0	31	2	3	1	S	0
65377	1	29	2	2	2	N	1
65380	0	29	2	2	2	L	256
65382	256	29	2	2	2	W	256
65386	0	29	2	2	2	L	0
65392	0	17	2	2	2	L	2
65394	1	17	2	2	2	N	2
65394	513	9	3	3	1	L	0
65395	2	17	2	2	2	N	2
65395	514	9	3	3	1	L	0
65396	257	9	3	3	1	E	0
65397	1	9	3	3	1	E	0
65397	258	9	3	3	1	E	0
65398	2	9	3	3	1	E	0
65399	258	31	2	2	1	L	0
65399	0	9	3	3	1	S	0
65400	1	31	2	2	1	L	0
65400	1	9	3	3	1	S	0
65402	2	31	2	2	1	E	0
65405	256	31	2	2	1	L	0
65405	1	31	2	2	1	S	0
65407	0	31	2	2	1	E	0
65409	0	31	2	2	1	L	0
65418	0	29	2	2	2	L	2
65420	1	29	2	2	2	N	2
65403	0	9	3	20	1	S	0
65421	2	29	2	2	2	N	2
65424	0	17	2	2	2	L	512
65426	256	17	2	2	2	W	512
65427	512	17	2	2	2	W	512
65449	2	9	3	3	1	L	0
65453	0	29	2	2	2	L	512
65455	256	29	2	2	2	W	512
65456	512	29	2	2	2	W	512
65459	0	29	2	2	2	L	257
65461	256	29	2	2	2	W	257
65462	0	31	2	2	1	S	0
65462	0	17	2	2	2	L	513
65463	257	29	2	2	2	N	257
65465	256	17	2	2	2	W	513
65466	512	17	2	2	2	W	513
65468	513	17	2	2	2	N	513
65484	512	9	3	3	1	L	0
65485	257	9	3	3	1	L	0
65486	256	9	3	3	1	E	0
65487	0	9	3	3	1	E	0
65487	1	9	3	3	1	E	0
65493	0	29	2	2	2	L	513
65495	256	29	2	2	2	W	513
65496	512	29	2	2	2	W	513
65498	513	29	2	2	2	N	513
65499	0	29	2	2	2	L	256
65501	256	29	2	2	2	W	256
65498	0	31	2	6	1	S	0
65502	0	29	2	2	2	L	0
65451	1	9	3	55	1	S	0
65505	0	17	2	2	2	L	0
65505	0	9	3	3	1	S	0
65523	256	9	3	3	1	L	0
65526	0	2	2	2	1	L	0
65525	0	9	3	3	1	E	0
65526	513	9	3	3	1	L	0
65528	257	9	3	3	1	E	0
65529	1	9	3	3	1	E	0
65532	0	29	2	2	2	L	514
65534	256	29	2	2	2	W	514
65535	512	29	2	2	2	W	514
65537	513	29	2	2	2	N	514
65538	0	29	2	2	2	L	512
65538	514	29	2	2	2	N	514
65540	256	29	2	2	2	W	512
65537	0	9	3	6	1	S	0
65541	512	29	2	2	2	W	512
65544	0	29	2	2	2	L	1
65546	1	29	2	2	2	N	1
65547	0	29	2	2	2	L	258
65550	0	17	2	2	2	L	257
65550	256	29	2	2	2	W	258
65552	257	29	2	2	2	N	258
65553	258	29	2	2	2	N	258
65554	256	17	2	2	2	W	257
65556	257	17	2	2	2	N	257
65564	512	31	2	2	1	L	0
65566	256	31	2	2	1	E	0
65567	0	31	2	2	1	E	0
65568	1	9	3	3	1	L	0
65571	514	9	3	3	1	L	0
65573	258	9	3	3	1	E	0
65574	2	9	3	3	1	E	0
65575	258	9	3	3	1	L	0
65576	1	9	3	3	1	S	0
65579	0	29	2	2	2	L	257
65578	2	9	3	3	1	E	0
65581	256	29	2	2	2	W	257
65551	0	9	3	33	1	S	0
65583	257	29	2	2	2	N	257
65585	0	17	2	2	2	L	256
65587	256	17	2	2	2	W	256
65612	0	29	2	2	2	L	256
65611	257	9	3	3	1	L	0
65614	256	29	2	2	2	W	256
65613	1	9	3	3	1	E	0
65618	0	29	2	2	2	L	0
65618	0	9	3	3	1	S	0
65621	0	29	2	2	2	L	2
65620	1	9	3	3	1	S	0
65622	0	9	3	3	1	S	0
65624	1	29	2	2	2	N	2
65625	0	29	2	2	2	L	512
65625	2	29	2	2	2	N	2
65626	0	9	3	3	1	S	0
65628	0	29	2	2	2	L	513
65628	256	29	2	2	2	W	512
65629	512	29	2	2	2	W	512
65630	0	9	3	3	1	S	0
65632	0	17	2	2	2	L	0
65632	256	29	2	2	2	W	513
65633	512	29	2	2	2	W	513
65635	513	29	2	2	2	N	513
65636	0	13	2	2	1	L	0
65639	0	9	3	3	1	L	0
65641	256	9	3	3	1	L	0
65643	0	9	3	3	1	E	0
65648	2	31	2	2	1	L	0
65650	1	31	2	2	1	S	0
65651	512	9	3	3	1	L	0
65653	256	9	3	3	1	E	0
65656	0	29	2	2	2	L	514
65658	256	29	2	2	2	W	514
65658	513	31	2	2	1	L	0
65651	0	31	2	10	1	S	0
65659	512	29	2	2	2	W	514
65660	257	31	2	2	1	E	0
65661	1	31	2	2	1	E	0
65661	513	29	2	2	2	N	514
65662	0	17	2	2	2	L	1
65662	514	29	2	2	2	N	514
65664	1	17	2	2	2	N	1
65685	0	29	2	2	2	L	1
65687	1	29	2	2	2	N	1
65663	0	9	3	28	1	E	0
65691	0	29	2	2	2	L	257
65693	256	29	2	2	2	W	257
65695	257	29	2	2	2	N	257
65663	0	31	2	35	1	S	0
65695	514	9	3	3	1	L	0
65697	0	17	2	2	2	L	258
65697	258	9	3	3	1	E	0
65699	256	17	2	2	2	W	258
65698	2	9	3	3	1	E	0
65700	1	9	3	3	1	S	0
65701	257	17	2	2	2	N	258
65702	258	17	2	2	2	N	258
65715	1	9	3	3	1	L	0
65718	257	31	2	2	1	L	0
65720	1	31	2	2	1	E	0
65728	0	29	2	2	2	L	258
65730	256	29	2	2	2	W	258
65732	257	29	2	2	2	N	258
65733	258	29	2	2	2	N	258
65734	0	29	2	2	2	L	256
65736	256	29	2	2	2	W	256
65741	0	29	2	2	2	L	2
65743	1	29	2	2	2	N	2
65701	0	9	3	45	1	S	0
65744	0	17	2	2	2	L	512
65744	2	29	2	2	2	N	2
65747	256	17	2	2	2	W	512
65748	512	17	2	2	2	W	512
65759	256	31	2	2	1	L	0
65761	0	31	2	2	1	E	0
65761	258	9	3	3	1	L	0
65763	2	9	3	3	1	E	0
65765	1	9	3	3	1	S	0
65766	2	9	3	3	1	L	0
65774	0	29	2	2	2	L	512
65776	256	29	2	2	2	W	512
65747	0	9	3	32	1	S	0
65777	512	29	2	2	2	W	512
65780	0	29	2	2	2	L	0
65786	0	31	2	2	1	S	0
65786	0	29	2	2	2	L	513
65788	256	29	2	2	2	W	513
65789	0	29	2	2	2	L	514
65789	512	29	2	2	2	W	513
65789	0	9	3	4	1	S	0
65791	513	29	2	2	2	N	513
65792	256	29	2	2	2	W	514
65793	512	29	2	2	2	W	514
65791	1	9	3	4	1	S	0
65794	0	29	2	2	2	L	256
65794	0	9	3	3	1	S	0
65795	513	29	2	2	2	N	514
65796	256	29	2	2	2	W	256
65796	514	29	2	2	2	N	514
65797	0	29	2	2	2	L	1
65800	1	29	2	2	2	N	1
65801	0	29	2	2	2	L	257
65804	0	29	2	2	2	L	258
65804	256	29	2	2	2	W	257
65805	512	9	3	3	1	L	0
65806	257	29	2	2	2	N	257
65808	0	17	2	2	2	L	2
65807	256	9	3	3	1	E	0
65808	256	29	2	2	2	W	258
65808	0	9	3	3	1	E	0
65810	257	29	2	2	2	N	258
65811	258	29	2	2	2	N	258
65812	1	17	2	2	2	N	2
65813	2	17	2	2	2	N	2
65813	513	9	3	3	1	L	0
65815	0	2	2	2	1	L	0
65815	257	9	3	3	1	E	0
65816	1	9	3	3	1	E	0
65818	0	2	2	2	1	L	0
65818	0	9	3	3	1	S	0
65818	256	9	3	3	1	L	0
65820	0	9	3	3	1	E	0
65823	1	31	2	2	1	L	0
65825	0	31	2	2	1	S	0
65825	514	31	2	2	1	L	0
65827	258	31	2	2	1	E	0
65828	2	31	2	2	1	E	0
65828	257	9	3	3	1	L	0
65830	1	31	2	2	1	S	0
65830	1	9	3	3	1	E	0
65834	258	31	2	2	1	L	0
65836	0	29	2	2	2	L	2
65836	2	31	2	2	1	E	0
65838	1	29	2	2	2	N	2
65839	2	29	2	2	2	N	2
