time 	curr	srvc	payld	bdw	NoC	InPort	target_router
67159	0	31	2	2	1	S	0
67160	513	29	2	2	2	N	513
67161	0	29	2	2	2	L	514
67161	1	29	2	2	2	N	1
67164	0	17	2	2	2	L	1
67165	256	29	2	2	2	W	514
67166	512	29	2	2	2	W	514
67168	513	29	2	2	2	N	514
67169	1	17	2	2	2	N	1
67169	514	29	2	2	2	N	514
67179	513	2	2	2	1	L	0
67181	257	2	2	2	1	E	0
67182	1	2	2	2	1	E	0
67182	513	2	2	2	1	L	0
67184	0	2	2	2	1	S	0
67184	1	2	2	2	1	L	0
67185	257	2	2	2	1	E	0
67186	1	2	2	2	1	E	0
67188	1	31	2	2	1	L	0
67190	0	29	2	2	2	L	0
67191	514	9	3	3	1	L	0
67187	0	2	2	9	1	S	0
67193	258	9	3	3	1	E	0
67194	2	9	3	3	1	E	0
67196	0	18	2	2	2	L	513
67197	0	2	2	2	1	S	0
67196	1	9	3	3	1	S	0
67198	256	18	2	2	2	W	513
67199	0	18	2	2	2	L	2
67199	512	18	2	2	2	W	513
67200	0	9	3	3	1	S	0
67201	513	18	2	2	2	N	513
67202	0	17	2	2	2	L	1
67202	1	18	2	2	2	N	2
67202	513	31	2	2	1	L	0
67203	2	18	2	2	2	N	2
67204	257	31	2	2	1	E	0
67205	1	31	2	2	1	E	0
67206	1	17	2	2	2	N	1
67206	257	2	2	2	1	L	0
67219	0	9	3	3	1	L	0
67235	0	29	2	2	2	L	2
67237	1	29	2	2	2	N	2
67238	2	29	2	2	2	N	2
67239	0	16	2	2	2	L	2
67240	0	31	2	2	1	S	0
67241	1	16	2	2	2	N	2
67242	0	17	2	2	2	L	512
67242	2	16	2	2	2	N	2
67245	0	19	2	2	2	L	8192
67245	256	17	2	2	2	W	512
67246	512	17	2	2	2	W	512
67243	0	31	2	7	1	S	0
67208	1	2	2	43	1	E	0
67248	0	20	10	10	2	L	8192
67259	0	29	2	2	2	L	1
67264	2	2	2	2	1	L	0
67266	1	2	2	2	1	S	0
67269	1	29	2	2	2	N	1
67270	0	29	2	2	2	L	258
67273	256	29	2	2	2	W	258
67275	257	29	2	2	2	N	258
67276	258	29	2	2	2	N	258
67286	0	29	2	2	2	L	2
67287	1	13	2	2	1	L	0
67288	1	29	2	2	2	N	2
67289	2	29	2	2	2	N	2
67290	1	9	3	3	1	L	0
67296	0	19	2	2	2	L	8192
67300	258	2	2	2	1	L	0
67302	2	2	2	2	1	E	0
67304	258	2	2	2	1	L	0
67305	2	2	2	2	1	L	0
67299	0	20	10	10	2	L	8192
67333	0	29	2	2	2	L	513
67335	256	29	2	2	2	W	513
67336	512	29	2	2	2	W	513
67337	0	29	2	2	2	L	513
67338	0	2	2	2	1	S	0
67338	513	29	2	2	2	N	513
67339	256	29	2	2	2	W	513
67340	0	17	2	2	2	L	514
67340	512	29	2	2	2	W	513
67342	513	29	2	2	2	N	513
67343	256	17	2	2	2	W	514
67306	2	2	2	39	1	E	0
67344	512	17	2	2	2	W	514
67346	513	17	2	2	2	N	514
67347	514	17	2	2	2	N	514
67361	513	2	2	2	1	L	0
67363	257	2	2	2	1	E	0
67364	1	2	2	2	1	E	0
67364	513	2	2	2	1	L	0
67367	257	2	2	2	1	E	0
67374	0	29	2	2	2	L	514
67376	256	29	2	2	2	W	514
67377	512	29	2	2	2	W	514
67341	0	2	2	39	1	S	0
67304	1	2	2	77	1	S	0
67379	513	29	2	2	2	N	514
67380	0	29	2	2	2	L	0
67380	514	29	2	2	2	N	514
67381	0	13	2	5	1	S	0
67387	0	2	2	2	1	S	0
67386	0	29	4	4	2	L	1
67368	1	2	2	22	1	E	0
67390	0	2	2	2	1	S	0
67388	1	29	4	4	2	N	1
67391	0	17	2	2	2	L	256
67382	1	2	2	11	1	S	0
67393	0	9	3	3	1	S	0
67394	0	17	2	2	2	L	512
67394	256	17	2	2	2	W	256
67397	0	2	2	2	1	S	0
67397	0	17	2	2	2	L	512
67398	256	17	2	2	2	W	512
67399	512	17	2	2	2	W	512
67400	0	2	2	2	1	S	0
67400	0	29	2	2	2	L	513
67394	1	2	2	9	1	S	0
67402	256	17	2	2	2	W	512
67403	0	2	2	2	1	S	0
67403	0	18	2	2	2	L	2
67403	512	17	2	2	2	W	512
67406	0	18	2	2	2	L	258
67406	256	29	2	2	2	W	513
67407	512	29	2	2	2	W	513
67409	0	29	2	2	2	L	1
67409	513	29	2	2	2	N	513
67408	514	9	3	3	1	L	0
67409	0	9	3	3	1	L	0
67410	1	18	2	2	2	N	2
67411	2	18	2	2	2	N	2
67410	258	9	3	3	1	E	0
67412	0	29	2	2	2	L	513
67411	2	9	3	3	1	E	0
67414	256	18	2	2	2	W	258
67413	1	9	3	3	1	S	0
67414	0	9	3	3	1	S	0
67415	0	29	2	2	2	L	2
67416	257	18	2	2	2	N	258
67417	258	18	2	2	2	N	258
67418	0	17	2	2	2	L	513
67418	1	29	2	2	2	N	1
67421	0	19	2	2	2	L	8192
67422	256	29	2	2	2	W	513
67423	512	29	2	2	2	W	513
67425	513	29	2	2	2	N	513
67426	1	29	2	2	2	N	2
67427	2	29	2	2	2	N	2
67430	256	17	2	2	2	W	513
67431	512	17	2	2	2	W	513
67424	0	20	10	10	2	L	8192
67432	1	31	2	2	1	L	0
67433	513	17	2	2	2	N	513
67434	0	31	2	2	1	S	0
67435	0	29	2	4	2	L	0
67440	0	19	2	2	2	L	8192
67441	513	2	2	2	1	L	0
67443	257	2	2	2	1	E	0
67443	2	2	2	2	1	L	0
67444	1	2	2	2	1	E	0
67445	1	2	2	2	1	S	0
67446	0	2	2	2	1	S	0
67449	0	2	2	2	1	S	0
67443	0	20	10	15	2	L	8192
67458	513	2	2	2	1	L	0
67460	257	2	2	2	1	E	0
67459	0	19	2	4	2	L	8192
67461	1	2	2	2	1	E	0
67463	0	2	2	2	1	S	0
67464	0	20	10	17	2	L	8192
67480	0	31	2	2	1	L	0
67482	0	29	2	4	2	L	258
67487	0	29	2	6	2	L	513
67494	0	29	2	4	2	L	514
67499	0	19	2	2	2	L	8192
67506	256	29	2	2	2	W	258
67508	257	29	2	2	2	N	258
67509	258	29	2	2	2	N	258
67510	256	29	2	2	2	W	513
67511	512	29	2	2	2	W	513
67513	513	29	2	2	2	N	513
67514	256	29	2	2	2	W	514
67515	512	29	2	2	2	W	514
67502	0	20	10	16	2	L	8192
67517	513	29	2	2	2	N	514
67518	514	29	2	2	2	N	514
67519	0	29	2	4	2	L	257
67524	0	17	2	2	2	L	514
67525	258	2	2	2	1	L	0
67527	0	17	2	2	2	L	512
67527	2	2	2	2	1	E	0
67529	1	2	2	2	1	S	0
67530	0	2	2	2	1	S	0
67530	0	29	2	4	2	L	2
67538	256	29	2	2	2	W	257
67540	257	29	2	2	2	N	257
67541	514	31	2	2	1	L	0
67542	256	17	2	2	2	W	514
67543	512	17	2	2	2	W	514
67543	258	31	2	2	1	E	0
67544	2	31	2	2	1	E	0
67545	513	17	2	2	2	N	514
67546	256	17	2	2	2	W	512
67546	1	31	2	2	1	S	0
67546	514	17	2	2	2	N	514
67547	0	31	2	2	1	S	0
67547	512	17	2	2	2	W	512
67550	1	29	2	2	2	N	2
67551	2	29	2	2	2	N	2
67553	0	29	2	2	2	L	258
67555	256	29	2	2	2	W	258
67557	0	29	2	2	2	L	2
67557	257	29	2	2	2	N	258
67558	258	29	2	2	2	N	258
67559	1	29	2	2	2	N	2
67560	2	29	2	2	2	N	2
67573	2	2	2	2	1	L	0
67574	258	2	2	2	1	L	0
67575	1	2	2	2	1	S	0
67576	0	2	2	2	1	S	0
67576	2	2	2	2	1	L	0
67576	2	2	2	2	1	E	0
67578	1	2	2	2	1	S	0
67579	0	19	2	2	2	L	8192
67582	0	20	10	10	2	L	8192
67593	0	19	2	2	2	L	8192
67596	0	20	10	10	2	L	8192
67616	0	29	2	2	2	L	1
67627	1	29	2	2	2	N	1
67642	0	29	2	2	2	L	513
67644	256	29	2	2	2	W	513
67645	512	29	2	2	2	W	513
67579	0	2	2	69	1	S	0
67646	0	29	2	2	2	L	513
67647	1	31	2	2	1	L	0
67581	1	2	2	68	1	S	0
67647	513	29	2	2	2	N	513
67648	256	29	2	2	2	W	513
67649	0	31	2	2	1	S	0
67649	0	29	2	2	2	L	0
67649	512	29	2	2	2	W	513
67651	513	29	2	2	2	N	513
67652	0	2	2	2	1	S	0
67652	0	29	2	2	2	L	258
67655	0	29	2	2	2	L	514
67656	256	29	2	2	2	W	258
67658	0	29	2	2	2	L	2
67658	257	29	2	2	2	N	258
67659	258	29	2	2	2	N	258
67660	256	29	2	2	2	W	514
67661	0	17	2	2	2	L	257
67661	512	29	2	2	2	W	514
67663	513	29	2	2	2	N	514
67664	0	29	2	2	2	L	1
67664	1	29	2	2	2	N	2
67664	514	29	2	2	2	N	514
67665	513	2	2	2	1	L	0
67665	2	29	2	2	2	N	2
67667	257	2	2	2	1	E	0
67668	256	17	2	2	2	W	257
67668	1	2	2	2	1	E	0
67670	0	2	2	2	1	S	0
67670	257	17	2	2	2	N	257
67672	1	29	2	2	2	N	1
67675	258	2	2	2	1	L	0
67676	257	31	2	2	1	L	0
67677	2	2	2	2	1	E	0
67678	1	31	2	2	1	E	0
67679	1	2	2	2	1	S	0
67680	0	31	2	2	1	S	0
67683	0	2	2	2	1	S	0
67686	0	13	2	2	1	L	0
67686	514	9	3	3	1	L	0
67688	258	9	3	3	1	E	0
67689	0	9	3	3	1	L	0
67690	1	31	2	2	1	L	0
67689	2	9	3	3	1	E	0
67692	0	31	2	2	1	S	0
67691	1	9	3	3	1	S	0
67693	2	2	2	2	1	L	0
67694	0	19	2	2	2	L	8192
67697	0	20	10	10	2	L	8192
67716	2	31	2	2	1	L	0
67731	0	29	2	2	2	L	258
67733	256	29	2	2	2	W	258
67735	0	29	2	2	2	L	2
67735	257	29	2	2	2	N	258
67736	258	29	2	2	2	N	258
67737	1	29	2	2	2	N	2
67738	0	17	2	2	2	L	256
67738	2	29	2	2	2	N	2
67695	0	9	3	46	1	S	0
67697	1	2	2	45	1	S	0
67741	0	16	2	2	2	L	258
67741	256	17	2	2	2	W	256
67744	0	29	2	2	2	L	258
67745	256	16	2	2	2	W	258
67746	0	2	2	2	1	S	0
67747	0	17	2	2	2	L	513
67744	1	31	2	5	1	S	0
67747	257	16	2	2	2	N	258
67748	258	16	2	2	2	N	258
67749	0	31	2	2	1	S	0
67749	256	29	2	2	2	W	258
67750	0	29	2	2	2	L	0
67751	257	29	2	2	2	N	258
67752	258	2	2	2	1	L	0
67752	258	29	2	2	2	N	258
67753	256	17	2	2	2	W	513
67754	512	17	2	2	2	W	513
67754	2	2	2	2	1	L	0
67754	2	2	2	2	1	E	0
67755	0	17	2	2	2	L	514
67756	1	2	2	2	1	S	0
67756	513	17	2	2	2	N	513
67757	0	2	2	2	1	S	0
67759	1	2	2	2	1	S	0
67760	0	2	2	2	1	S	0
67761	256	17	2	2	2	W	514
67762	512	17	2	2	2	W	514
67764	0	19	2	2	2	L	8192
67764	513	17	2	2	2	N	514
67765	514	17	2	2	2	N	514
67767	0	20	10	10	2	L	8192
67777	258	2	2	2	1	L	0
67778	0	29	2	2	2	L	257
67779	2	2	2	2	1	E	0
67781	0	19	2	2	2	L	8192
67781	1	2	2	2	1	S	0
67781	0	9	3	3	1	L	0
67786	256	29	2	2	2	W	257
67788	257	29	2	2	2	N	257
67784	0	20	10	10	2	L	8192
67801	0	29	2	2	2	L	513
67804	0	29	2	2	2	L	514
67782	0	2	2	28	1	S	0
67810	0	17	2	2	2	L	257
67812	256	29	2	2	2	W	513
67813	0	17	2	2	2	L	512
67813	512	29	2	2	2	W	513
67815	513	29	2	2	2	N	513
67816	256	29	2	2	2	W	514
67817	512	29	2	2	2	W	514
67819	513	29	2	2	2	N	514
67820	256	17	2	2	2	W	257
67820	514	29	2	2	2	N	514
67822	257	17	2	2	2	N	257
67824	256	17	2	2	2	W	512
67825	512	17	2	2	2	W	512
67827	0	29	2	2	2	L	1
67829	1	29	2	2	2	N	1
67847	1	31	2	2	1	L	0
67849	0	31	2	2	1	S	0
67848	514	9	3	3	1	L	0
67850	0	19	2	2	2	L	8192
67850	258	9	3	3	1	E	0
67851	2	9	3	3	1	E	0
67853	1	9	3	3	1	S	0
67853	0	20	10	10	2	L	8192
67864	0	19	2	2	2	L	8192
67867	0	20	10	10	2	L	8192
67887	0	29	2	2	2	L	2
67898	1	29	2	2	2	N	2
67899	2	29	2	2	2	N	2
67901	513	2	2	2	1	L	0
67903	257	2	2	2	1	E	0
67904	1	2	2	2	1	E	0
67913	0	29	2	2	2	L	2
67915	1	29	2	2	2	N	2
67916	2	29	2	2	2	N	2
67917	0	29	2	2	2	L	2
67918	0	9	3	3	1	S	0
67919	1	29	2	2	2	N	2
67920	2	29	2	2	2	N	2
67921	0	17	2	2	2	L	1
67922	0	2	2	2	1	S	0
67923	1	17	2	2	2	N	1
67924	0	29	2	2	2	L	0
67928	0	29	2	2	2	L	258
67931	0	29	2	2	2	L	1
67931	256	29	2	2	2	W	258
67933	257	29	2	2	2	N	258
67934	0	29	2	2	2	L	514
67934	2	2	2	2	1	L	0
67934	258	29	2	2	2	N	258
67935	1	29	2	2	2	N	1
67936	1	2	2	2	1	S	0
67937	0	2	2	2	1	S	0
67937	0	17	2	2	2	L	256
67939	256	29	2	2	2	W	514
67940	512	29	2	2	2	W	514
67942	513	29	2	2	2	N	514
67943	256	17	2	2	2	W	256
67943	514	29	2	2	2	N	514
67945	2	2	2	2	1	L	0
67947	1	2	2	2	1	S	0
67948	0	31	2	2	1	L	0
67948	0	2	2	2	1	S	0
67950	258	2	2	2	1	L	0
67952	1	31	2	2	1	L	0
67952	2	2	2	2	1	E	0
67954	0	31	2	2	1	S	0
67954	1	2	2	2	1	S	0
67957	0	2	2	2	1	S	0
67957	0	19	2	2	2	L	8192
67966	514	31	2	2	1	L	0
67960	0	20	10	10	2	L	8192
67968	258	31	2	2	1	E	0
67969	2	31	2	2	1	E	0
67971	0	19	2	2	2	L	8192
67971	1	31	2	2	1	S	0
67974	0	20	10	10	2	L	8192
67994	0	29	2	2	2	L	258
67972	0	31	2	28	1	S	0
67998	0	29	2	2	2	L	2
68002	0	29	2	2	2	L	2
68005	0	29	2	2	2	L	0
68005	256	29	2	2	2	W	258
68007	257	29	2	2	2	N	258
68008	0	29	2	2	2	L	1
68008	258	29	2	2	2	N	258
68009	1	29	2	2	2	N	2
68010	2	29	2	2	2	N	2
68013	1	29	2	2	2	N	2
68014	2	29	2	2	2	N	2
68018	0	29	2	2	2	L	258
68021	0	29	2	2	2	L	514
68021	1	29	2	2	2	N	1
68024	0	29	2	2	2	L	513
68025	256	29	2	2	2	W	258
68027	257	29	2	2	2	N	258
68028	258	29	2	2	2	N	258
68029	256	29	2	2	2	W	514
68030	512	29	2	2	2	W	514
68032	513	29	2	2	2	N	514
68033	256	29	2	2	2	W	513
68033	514	29	2	2	2	N	514
68034	512	29	2	2	2	W	513
68036	513	29	2	2	2	N	513
68036	258	2	2	2	1	L	0
68038	2	2	2	2	1	E	0
68039	2	2	2	2	1	L	0
68040	1	2	2	2	1	S	0
68041	0	2	2	2	1	S	0
68043	1	2	2	2	1	S	0
68043	0	9	3	3	1	L	0
68044	0	2	2	2	1	S	0
68044	1	31	2	2	1	L	0
68048	2	2	2	2	1	L	0
68047	0	31	2	5	1	S	0
68050	0	29	2	2	2	L	258
68050	1	2	2	2	1	S	0
68050	258	2	2	2	1	L	0
68052	256	29	2	2	2	W	258
68052	2	2	2	2	1	E	0
68053	0	2	2	2	1	S	0
68053	0	17	2	2	2	L	0
68052	1	36	3	3	1	L	0
68053	258	31	2	2	1	L	0
68054	1	2	2	2	1	S	0
68054	257	29	2	2	2	N	258
68055	258	29	2	2	2	N	258
68056	2	31	2	2	1	E	0
68055	514	9	3	3	1	L	0
68056	0	36	3	3	1	S	0
68057	258	9	3	3	1	E	0
68071	258	2	2	2	1	L	0
68074	0	29	2	2	2	L	0
68079	0	2	2	2	1	S	0
68080	0	17	2	2	2	L	257
68058	1	31	2	24	1	S	0
68082	0	31	2	2	1	S	0
68082	256	17	2	2	2	W	257
68059	2	9	3	25	1	E	0
68084	257	17	2	2	2	N	257
68083	0	29	4	4	2	L	1
68084	1	9	3	3	1	S	0
68085	0	9	3	3	1	S	0
68086	2	2	2	2	1	E	0
68088	0	17	2	2	2	L	512
68086	1	29	4	4	2	N	1
68089	1	2	2	2	1	S	0
68090	0	2	2	2	1	S	0
68091	0	18	2	2	2	L	256
68092	256	17	2	2	2	W	512
68093	512	17	2	2	2	W	512
68094	0	18	2	2	2	L	512
68096	256	18	2	2	2	W	256
68100	256	18	2	2	2	W	512
68101	512	18	2	2	2	W	512
68102	0	9	3	3	1	L	0
68114	256	31	2	2	1	L	0
68116	0	31	2	2	1	E	0
68119	512	31	2	2	1	L	0
68121	0	19	2	2	2	L	8192
68121	256	31	2	2	1	E	0
68128	257	9	3	3	1	L	0
68130	1	9	3	3	1	E	0
68124	0	20	10	10	2	L	8192
68135	0	19	2	2	2	L	8192
68122	0	31	2	22	1	E	0
68138	0	20	10	10	2	L	8192
68149	0	29	2	2	2	L	1
68152	0	29	2	4	2	L	258
68157	0	17	2	4	2	L	1
68162	0	17	2	2	2	L	514
68165	0	29	2	6	2	L	2
68169	1	29	2	2	2	N	1
68172	513	31	2	2	1	L	0
68173	256	29	2	2	2	W	258
68174	257	31	2	2	1	E	0
68175	1	31	2	2	1	E	0
68175	257	29	2	2	2	N	258
68176	258	29	2	2	2	N	258
68177	1	17	2	2	2	N	1
68181	256	17	2	2	2	W	514
68182	512	17	2	2	2	W	514
68183	1	31	2	2	1	L	0
68184	0	29	2	2	2	L	2
68184	513	17	2	2	2	N	514
68185	1	29	2	2	2	N	2
68185	514	17	2	2	2	N	514
68186	2	29	2	2	2	N	2
68189	1	29	2	2	2	N	2
68190	2	29	2	2	2	N	2
68198	258	2	2	2	1	L	0
68199	0	19	2	2	2	L	8192
68200	2	2	2	2	1	E	0
68202	1	2	2	2	1	S	0
68204	2	2	2	2	1	L	0
68202	0	20	10	10	2	L	8192
68213	0	29	2	2	2	L	514
68142	0	9	3	75	1	S	0
68218	0	29	2	2	2	L	256
68221	0	2	2	2	1	S	0
68221	0	29	2	2	2	L	0
68221	256	29	2	2	2	W	514
68222	512	29	2	2	2	W	514
68206	1	2	2	18	1	S	0
68224	0	31	2	2	1	S	0
68224	513	29	2	2	2	N	514
68225	256	29	2	2	2	W	256
68225	514	29	2	2	2	N	514
68236	0	29	2	2	2	L	258
68238	0	31	2	2	1	S	0
68238	256	29	2	2	2	W	258
68239	0	29	2	2	2	L	258
68240	257	29	2	2	2	N	258
68241	0	2	2	2	1	S	0
68241	258	29	2	2	2	N	258
68242	0	16	2	2	2	L	256
68242	256	29	2	2	2	W	258
68244	257	29	2	2	2	N	258
68245	0	29	2	2	2	L	257
68245	258	29	2	2	2	N	258
68246	256	16	2	2	2	W	256
68248	0	17	2	2	2	L	1
68250	0	31	2	2	1	L	0
68250	256	29	2	2	2	W	257
68252	257	29	2	2	2	N	257
68254	1	17	2	2	2	N	1
68253	514	9	3	3	1	L	0
68255	258	9	3	3	1	E	0
68256	2	9	3	3	1	E	0
68258	1	9	3	3	1	S	0
68259	0	9	3	3	1	S	0
68270	0	29	2	2	2	L	512
68272	256	29	2	2	2	W	512
68273	512	29	2	2	2	W	512
68276	0	29	2	2	2	L	1
68276	258	2	2	2	1	L	0
68278	1	29	2	2	2	N	1
68278	2	2	2	2	1	E	0
68279	0	29	2	2	2	L	513
68280	1	2	2	2	1	S	0
68279	257	9	3	3	1	L	0
68281	0	2	2	2	1	S	0
68282	0	19	2	2	2	L	8192
68282	256	29	2	2	2	W	513
68281	1	9	3	3	1	E	0
68283	512	29	2	2	2	W	513
68285	513	29	2	2	2	N	513
68285	0	20	10	10	2	L	8192
68321	0	29	2	2	2	L	258
68323	256	29	2	2	2	W	258
68284	0	9	3	42	1	S	0
68325	0	29	2	2	2	L	2
68325	257	29	2	2	2	N	258
68326	258	29	2	2	2	N	258
68327	1	29	2	2	2	N	2
68328	0	29	2	2	2	L	0
68328	2	29	2	2	2	N	2
68331	0	29	2	2	2	L	514
68335	0	29	2	2	2	L	258
68335	256	29	2	2	2	W	514
68336	512	29	2	2	2	W	514
68338	0	17	2	2	2	L	0
68338	513	29	2	2	2	N	514
68339	256	29	2	2	2	W	258
68339	514	29	2	2	2	N	514
68341	257	29	2	2	2	N	258
68342	258	29	2	2	2	N	258
68348	258	2	2	2	1	L	0
68350	2	2	2	2	1	E	0
68352	1	2	2	2	1	S	0
68353	0	2	2	2	1	S	0
68355	0	9	3	3	1	L	0
68361	0	29	2	2	2	L	257
68362	514	31	2	2	1	L	0
68363	256	29	2	2	2	W	257
68364	258	31	2	2	1	E	0
68365	257	29	2	2	2	N	257
68365	2	31	2	2	1	E	0
68367	0	17	2	2	2	L	1
68367	1	31	2	2	1	S	0
68368	0	31	2	2	1	S	0
68369	1	17	2	2	2	N	1
68370	0	29	2	2	2	L	0
68375	2	2	2	2	1	L	0
68377	0	29	2	2	2	L	514
68377	1	2	2	2	1	S	0
68378	0	2	2	2	1	S	0
68379	256	29	2	2	2	W	514
68380	512	29	2	2	2	W	514
68382	513	29	2	2	2	N	514
68383	514	29	2	2	2	N	514
68389	0	17	2	2	2	L	512
68391	256	17	2	2	2	W	512
68392	0	19	2	2	2	L	8192
68392	512	17	2	2	2	W	512
68392	257	9	3	3	1	L	0
68394	1	9	3	3	1	E	0
68396	0	9	3	3	1	S	0
68399	0	9	3	3	1	L	0
68395	0	20	10	10	2	L	8192
68406	0	29	2	2	2	L	257
68405	514	9	3	3	1	L	0
68407	258	9	3	3	1	E	0
68408	2	9	3	3	1	E	0
68410	1	9	3	3	1	S	0
68411	0	9	3	3	1	S	0
68413	0	29	2	2	2	L	0
68415	256	29	2	2	2	W	257
68417	257	29	2	2	2	N	257
68429	0	19	2	2	2	L	8192
68432	0	20	10	10	2	L	8192
68443	0	29	2	2	2	L	258
68445	257	31	2	2	1	L	0
68446	0	17	2	2	2	L	514
68447	1	31	2	2	1	E	0
68449	0	31	2	2	1	S	0
68450	0	9	3	3	1	L	0
68451	256	29	2	2	2	W	258
68453	257	29	2	2	2	N	258
68454	258	29	2	2	2	N	258
68455	256	17	2	2	2	W	514
68456	512	17	2	2	2	W	514
68458	513	17	2	2	2	N	514
68459	514	17	2	2	2	N	514
68466	0	29	2	2	2	L	2
68468	1	29	2	2	2	N	2
68469	2	29	2	2	2	N	2
68486	0	29	2	2	2	L	514
68488	256	29	2	2	2	W	514
68489	512	29	2	2	2	W	514
68491	513	29	2	2	2	N	514
68492	0	29	2	2	2	L	257
68492	514	29	2	2	2	N	514
68494	256	29	2	2	2	W	257
68496	0	17	2	2	2	L	257
68496	257	29	2	2	2	N	257
68498	256	17	2	2	2	W	257
68500	257	17	2	2	2	N	257
68519	257	2	2	2	1	L	0
68521	1	2	2	2	1	E	0
68520	514	9	3	3	1	L	0
68523	0	2	2	2	1	S	0
68522	258	9	3	3	1	E	0
68523	2	9	3	3	1	E	0
68526	0	29	2	2	2	L	0
68525	1	9	3	3	1	S	0
68526	0	9	3	3	1	S	0
68534	0	29	2	2	2	L	257
68536	256	29	2	2	2	W	257
68537	0	29	2	2	2	L	514
68538	257	29	2	2	2	N	257
68540	256	29	2	2	2	W	514
68541	512	29	2	2	2	W	514
68543	513	29	2	2	2	N	514
68544	514	29	2	2	2	N	514
68555	0	9	3	3	1	L	0
68556	257	13	2	2	1	L	0
68558	1	13	2	2	1	E	0
68560	0	13	2	2	1	S	0
68559	257	9	3	3	1	L	0
68562	1	9	3	3	1	E	0
68564	0	9	3	3	1	S	0
68565	0	17	2	2	2	L	257
68567	256	17	2	2	2	W	257
68567	514	31	2	2	1	L	0
68569	257	17	2	2	2	N	257
68569	258	31	2	2	1	E	0
68570	2	31	2	2	1	E	0
68572	1	31	2	2	1	S	0
68573	0	31	2	2	1	S	0
68592	0	29	2	2	2	L	0
68596	258	31	2	2	1	L	0
68598	2	31	2	2	1	E	0
68600	1	31	2	2	1	S	0
68601	0	31	2	2	1	S	0
68604	0	29	2	2	2	L	257
68605	2	31	2	2	1	L	0
68606	256	29	2	2	2	W	257
68607	1	31	2	2	1	S	0
68608	0	31	2	2	1	S	0
68608	257	29	2	2	2	N	257
68610	0	29	2	2	2	L	514
68612	256	29	2	2	2	W	514
68613	512	29	2	2	2	W	514
68613	0	29	4	4	2	L	258
68615	513	29	2	2	2	N	514
68616	514	29	2	2	2	N	514
68616	513	9	3	3	1	L	0
68618	0	29	2	2	2	L	2
68616	256	29	4	4	2	W	258
68618	257	9	3	3	1	E	0
68619	1	9	3	3	1	E	0
68618	257	29	4	4	2	N	258
68619	258	29	4	4	2	N	258
68621	0	9	3	3	1	L	0
68621	0	9	3	3	1	S	0
68622	1	29	2	2	2	N	2
68622	257	31	2	2	1	L	0
68623	2	29	2	2	2	N	2
68624	1	31	2	2	1	E	0
68626	0	31	2	2	1	S	0
68630	0	29	2	2	2	L	513
68632	256	29	2	2	2	W	513
68633	512	29	2	2	2	W	513
68635	513	29	2	2	2	N	513
68638	0	29	2	2	2	L	0
68638	514	9	3	3	1	L	0
68640	258	9	3	3	1	E	0
68641	2	9	3	3	1	E	0
68643	258	31	2	2	1	L	0
68644	0	17	2	2	2	L	2
68643	1	9	3	3	1	S	0
68644	0	9	3	3	1	S	0
68645	2	31	2	2	1	E	0
68646	1	17	2	2	2	N	2
68647	2	17	2	2	2	N	2
68648	1	31	2	2	1	S	0
68649	0	31	2	2	1	S	0
68653	0	17	2	2	2	L	514
68655	256	17	2	2	2	W	514
68656	512	17	2	2	2	W	514
68658	513	31	2	2	1	L	0
68658	513	17	2	2	2	N	514
68659	514	17	2	2	2	N	514
68660	257	31	2	2	1	E	0
68661	1	31	2	2	1	E	0
68663	0	31	2	2	1	S	0
68666	0	31	2	2	1	L	0
68683	0	19	2	2	2	L	8192
68686	0	20	10	10	2	L	8192
68697	0	29	2	2	2	L	514
68700	0	29	4	4	2	L	258
68705	0	29	2	2	2	L	513
68705	256	29	2	2	2	W	514
68706	512	29	2	2	2	W	514
68708	0	16	2	2	2	L	513
68708	513	29	2	2	2	N	514
68709	514	29	2	2	2	N	514
68709	256	29	4	4	2	W	258
68711	257	29	4	4	2	N	258
68712	258	29	4	4	2	N	258
68715	256	29	2	2	2	W	513
68716	512	29	2	2	2	W	513
68718	513	29	2	2	2	N	513
68719	256	16	2	2	2	W	513
68720	0	29	2	2	2	L	257
68720	512	16	2	2	2	W	513
68722	513	16	2	2	2	N	513
68723	256	29	2	2	2	W	257
68725	257	29	2	2	2	N	257
68737	514	9	3	3	1	L	0
68739	258	9	3	3	1	E	0
68741	513	2	2	2	1	L	0
68740	2	9	3	3	1	E	0
68742	1	9	3	3	1	S	0
68743	257	2	2	2	1	E	0
68743	0	9	3	3	1	S	0
68744	1	2	2	2	1	E	0
68745	257	31	2	2	1	L	0
68747	0	2	2	2	1	S	0
68747	1	31	2	3	1	E	0
68750	0	29	2	2	2	L	0
68750	258	2	2	2	1	L	0
68751	0	31	2	2	1	S	0
68752	2	2	2	2	1	E	0
68753	0	29	2	2	2	L	514
68754	1	2	2	2	1	S	0
68755	0	2	2	2	1	S	0
68756	256	29	2	2	2	W	514
68757	512	29	2	2	2	W	514
68758	0	18	2	2	2	L	0
68759	513	29	2	2	2	N	514
68760	514	29	2	2	2	N	514
68761	0	18	2	2	2	L	513
68764	0	29	2	2	2	L	257
68764	256	18	2	2	2	W	513
68765	512	18	2	2	2	W	513
68767	0	17	2	2	2	L	1
68767	513	18	2	2	2	N	513
68768	256	29	2	2	2	W	257
68770	257	29	2	2	2	N	257
68772	1	17	2	2	2	N	1
